"family","dataset","dirichlet_alpha","seed","method","round","metric_name","metric_value"
"sent140-account-task-v1","sent140","","309","full-identity-reference","20","user_macro_accuracy","0.4393277809104297"
"sent140-account-task-v1","sent140","","309","full-identity-reference","30","user_macro_accuracy","0.47744445334704716"
"sent140-account-task-v1","sent140","","309","full-identity-reference","40","user_macro_accuracy","0.45189741644688497"
"sent140-account-task-v1","sent140","","309","full-identity-reference","50","user_macro_accuracy","0.4447600975385761"
"sent140-account-task-v1","sent140","","309","unitscope-lambda-sweep","0","user_macro_accuracy","0.5704378151778063"
"sent140-account-task-v1","sent140","","309","unitscope-lambda-sweep","10","user_macro_accuracy","0.5704378151778063"
"sent140-account-task-v1","sent140","","309","unitscope-lambda-sweep","20","user_macro_accuracy","0.5674517040666952"
"sent140-account-task-v1","sent140","","309","unitscope-lambda-sweep","30","user_macro_accuracy","0.5701600374000286"
"sent140-account-task-v1","sent140","","309","unitscope-lambda-sweep","40","user_macro_accuracy","0.5686045893758305"
"sent140-account-task-v1","sent140","","309","unitscope-lambda-sweep","50","user_macro_accuracy","0.5725927297077209"
"sent140-account-task-v1","sent140","","309","stable-local-fallback","0","user_macro_accuracy","0.5704378151778063"
"sent140-account-task-v1","sent140","","309","stable-local-fallback","10","user_macro_accuracy","0.5704378151778063"
"sent140-account-task-v1","sent140","","309","stable-local-fallback","20","user_macro_accuracy","0.5559058003133361"
"sent140-account-task-v1","sent140","","309","stable-local-fallback","30","user_macro_accuracy","0.5614595194305041"
"sent140-account-task-v1","sent140","","309","stable-local-fallback","40","user_macro_accuracy","0.527091379650545"
"sent140-account-task-v1","sent140","","309","stable-local-fallback","50","user_macro_accuracy","0.46944455364816867"
"sent140-account-task-v1","sent140","","309","handle-only-drop-residual","0","user_macro_accuracy","0.5704378151778063"
"sent140-account-task-v1","sent140","","309","handle-only-drop-residual","10","user_macro_accuracy","0.5704378151778063"
"sent140-account-task-v1","sent140","","309","handle-only-drop-residual","20","user_macro_accuracy","0.5569302759452034"
"sent140-account-task-v1","sent140","","309","handle-only-drop-residual","30","user_macro_accuracy","0.5695350374000285"
"sent140-account-task-v1","sent140","","309","handle-only-drop-residual","40","user_macro_accuracy","0.5593224597023065"
"sent140-account-task-v1","sent140","","309","handle-only-drop-residual","50","user_macro_accuracy","0.5678941591810253"
